poliza;predio_cop_2024;estrato;sistema_constructivo;tipo_predio;localidad;area_construida;alcobas;banos;subestructura_cimentacion;divisiones_interiores;fachada;ventaneria;pisos_alcobas;tipo_cocina;pisos_baños;lavadero;puerta_principal;puertas_interiores
7139;606629.069;4;Tradicional aporticado;Apartamento;Suba;69;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Ceramica;Vidrio;Madera;Madera
7140;847901.9942;4;Tradicional aporticado;Apartamento;Suba;94;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Ceramica;Vidrio;Madera;Madera
7141;672117.4344;4;Tradicional aporticado;Apartamento;Suba;78;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Ceramica;Vidrio;Madera;Madera
7142;689351.2148;4;Tradicional aporticado;Apartamento;Suba;79;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Ceramica;Vidrio;Madera;Madera
7143;1428887.198;4;Mamposteria estructural;Apartamento;Suba;125;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
7144;1693184.454;4;Mamposteria estructural;Apartamento;Suba;158;3;5;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
7145;827221.4577;4;Industrializado - Forsa;Apartamento;Fontibón;68;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
7146;531544.9347;4;Tradicional aporticado;Apartamento;Usaquen;50;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
7147;772364.6114;5;Tradicional aporticado;Apartamento;Usaquen;60;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Madera;Madera
7148;480822.4723;3;Industrializado - Manoportable;Apartamento;Kennedy;69;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Otro;Ceramica;Sin definir;Madera;Sin definir
7149;530800.4354;3;Industrializado - Manoportable;Apartamento;Kennedy;76;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Otro;Ceramica;Sin definir;Madera;Sin definir
7150;715201.8853;3;Tradicional aporticado;Apartamento;Suba;82;3;3;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madecor
7151;381842.8315;3;Mamposteria estructural;Apartamento;Kennedy;51;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Granito;Madera;Sin definir
7152;581243.7105;4;Industrializado - Unispan;Apartamento;Engativá;79;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Porcelanato;Integral;Ceramica;Vidrio;Seguridad;Madecor
7153;508951.4486;4;Industrializado - Unispan;Apartamento;Engativá;66;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Porcelanato;Integral;Ceramica;Vidrio;Seguridad;Madecor
7154;534247.1914;3;Tradicional aporticado;Apartamento;Suba;59;2;2;Cimentaciones - Pilotes;Dura panel;Pañete - estuco - pintura;Aluminio;Sin definir;Semi integral;Sin definir;Vidrio;Sin definir;Sin definir
7155;431016.847;3;Tradicional aporticado;Apartamento;Suba;61;2;2;Cimentaciones - Pilotes;Dura panel;Pañete - estuco - pintura;Aluminio;Sin definir;Semi integral;Sin definir;Vidrio;Sin definir;Sin definir
7156;751132.594;5;Tradicional aporticado;Apartamento;Usaquen;66;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Vidrio;Madera;Sin definir
7157;723193.1893;5;Tradicional aporticado;Apartamento;Usaquen;64;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Vidrio;Madera;Sin definir
7158;520632.5049;3;Tradicional aporticado;Apartamento;Suba;54;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Aglomerado
7159;527353.6793;3;Tradicional aporticado;Apartamento;Suba;58;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Aglomerado
7160;638166.8871;3;Tradicional aporticado;Apartamento;Suba;75;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Aglomerado
7161;436195.598;5;Tradicional aporticado;Apartamento;Usaquen;41;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Sin definir
7162;762201.8511;5;Tradicional aporticado;Apartamento;Usaquen;68;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Sin definir
7163;856518.8843;5;Tradicional aporticado;Apartamento;Usaquen;82;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Sin definir
7164;1065047.627;5;Tradicional aporticado;Apartamento;Usaquen;103;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Sin definir
7165;1075387.895;5;Tradicional aporticado;Apartamento;Usaquen;104;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Granito;Seguridad;Sin definir
7166;562152.8678;4;Industrializado - Forsa;Apartamento;Usaquen;59;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;otro;Granito;Madera;Sin definir
7167;612120.7945;4;Industrializado - Forsa;Apartamento;Usaquen;68;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;otro;Granito;Madera;Sin definir
7168;206395.2469;2;Industrializado - Forsa;Apartamento;Bosa;46;2;1;Cimentaciones - Losas o placa de cimentación;Concreto;Pañete - estuco - pintura;Aluminio;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir
7169;240411.2361;3;Estructura combinada - Concreto con metál;Apartamento;Fontibón;45;3;2;Cimentaciones - Estructura metálica;Placa board;Ladrillo a la vista;Aluminio;Piso afinado;Sin definir;Cemento afinado;Vidrio;Metalica;Sin definir
7170;1171897.065;5;Tradicional aporticado;Apartamento;Chapinero;79;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Sin definir;Vidrio;Seguridad;Sin definir
7171;204220.2974;2;Industrializado - Forsa;Apartamento;Bosa;47;3;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Sin definir;Sólo mesón;Sin definir;Sin definir;Metalica;Madera
7172;200455.9135;2;Mamposteria estructural;Apartamento;Bosa;61;3;2;Cimentaciones - Placa flotada;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Ceramica;Concreto;Metalica;Sin definir
7173;174166.6134;2;Mamposteria estructural;Apartamento;Bosa;53;2;1;Cimentaciones - Placa flotada;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Ceramica;Concreto;Metalica;Sin definir
7174;1559657.123;5;Tradicional aporticado;Apartamento;Usaquen;138;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sin definir;Ceramica;Sin definir;Sin definir;Madera
7175;431837.1328;4;Industrializado - Forsa;Apartamento;Engativá;58;2;2;Cimentaciones - Pilotes;Concreto;Caraplast;Aluminio;Alfombra;Integral;Ceramica;Granito;Madera;Melaminico
7176;502409.7381;4;Industrializado - Forsa;Apartamento;Engativá;71;2;2;Cimentaciones - Pilotes;Concreto;Caraplast;Aluminio;Alfombra;Integral;Ceramica;Granito;Madera;Melaminico
7177;431981.9387;3;Tradicional aporticado;Apartamento;Santa fe;39;2;1;Cimentaciones - Zapatas;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Sin definir
7178;215214.3569;2;Industrializado - Forsa;Apartamento;Kennedy;51;2;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Granito;Metalica;Madera
7179;212687.7406;2;Industrializado - Forsa;Apartamento;Kennedy;51;2;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Granito;Metalica;Madera
7180;183842.5363;2;Industrializado - Forsa;Apartamento;Kennedy;40;1;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Granito;Metalica;Madera
7181;973837.8442;4;Tradicional aporticado;Apartamento;Usaquen;101;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Porcelanato;Aluminio;Laminado madera;Integral;Sin definir;Vidrio;Seguridad;Madecor
7182;1143547.496;4;Tradicional aporticado;Apartamento;Usaquen;114;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Porcelanato;Aluminio;Laminado madera;Integral;Sin definir;Vidrio;Seguridad;Madecor
7183;1414117.848;5;Tradicional aporticado;Apartamento;Suba;119;3;3;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Granito;Madera;Madera
7184;1339212.945;5;Tradicional aporticado;Apartamento;Suba;106;3;2;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Granito;Madera;Madera
7185;947287.4822;5;Tradicional aporticado;Apartamento;Suba;75;2;2;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Granito;Madera;Madera
7186;348408.5511;4;Tradicional aporticado;Apartamento;Chapinero;30;1;1;Cimentaciones - Caissons;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;No aplica;Madera;Melaminico
7187;1111578.834;4;Tradicional aporticado;Apartamento;Suba;100;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Seguridad;Madera
7188;472205.5821;4;Tradicional aporticado;Apartamento;Suba;40;1;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Seguridad;Madera
7189;698221.4415;4;Tradicional aporticado;Apartamento;Suba;60;1;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Seguridad;Madera
7190;882369.5549;4;Tradicional aporticado;Apartamento;Suba;84;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Seguridad;Madera
7191;853072.1283;4;Tradicional aporticado;Apartamento;Suba;73;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Seguridad;Madera
7192;514945.3574;4;Tradicional aporticado;Apartamento;Suba;47;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Seguridad;Madera
7193;701048.0035;3;Tradicional aporticado;Apartamento;Santa fe;45;2;1;Cimentaciones - Pilotes;Dry wall;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Porcelanato;Vidrio;Madera;Madera
7194;1731769.548;5;Tradicional aporticado;Apartamento;Usaquen;117;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sin definir;Sin definir;Sin definir;Seguridad;Melaminico
7195;171539.8797;2;Industrializado - Forsa;Apartamento;San Cristóbal;49;2;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Sin definir;Metalica;Madecor
7196;314344.1539;4;Industrilizado - Contech;Apartamento;Engativá;48;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7197;449801.6676;4;Industrilizado - Contech;Apartamento;Engativá;66;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7198;458418.5578;4;Industrilizado - Contech;Apartamento;Engativá;70;2;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7199;534247.1914;4;Industrilizado - Contech;Apartamento;Engativá;78;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7200;668636.2108;4;Industrilizado - Contech;Apartamento;Engativá;92;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7201;770418.9176;4;Industrilizado - Contech;Apartamento;Engativá;107;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7202;679369.4092;4;Industrilizado - Contech;Apartamento;Engativá;97;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Melaminico
7203;167760.5116;2;Estructura metálica;Apartamento;San Cristóbal;45;3;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Ceramica;Granito;Metalica;Sin definir
7204;182595.3498;2;Estructura metálica;Apartamento;San Cristóbal;48;3;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Ceramica;Granito;Metalica;Sin definir
7205;194397.0426;2;Estructura metálica;Apartamento;Kennedy;45;2;1;Cimentaciones - Estructura metálica;Concreto;Graniplast;Aluminio;Sin definir;Sin definir;Sin definir;Granito;Sin definir;Sin definir
7206;389656.7204;3;Tradicional aporticado;Apartamento;Teusaquillo;31;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7207;414795.8636;3;Tradicional aporticado;Apartamento;Teusaquillo;33;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7208;403467.7312;3;Tradicional aporticado;Apartamento;Teusaquillo;34;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7209;432678.0646;3;Tradicional aporticado;Apartamento;Teusaquillo;37;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7210;522134.7109;3;Tradicional aporticado;Apartamento;Teusaquillo;45;2;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7211;554996.3361;3;Tradicional aporticado;Apartamento;Teusaquillo;49;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7212;558647.6278;3;Tradicional aporticado;Apartamento;Teusaquillo;52;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7213;640987.9065;3;Tradicional aporticado;Apartamento;Teusaquillo;58;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7214;620719.5864;3;Tradicional aporticado;Apartamento;Teusaquillo;61;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7215;443631.9397;3;Tradicional aporticado;Apartamento;Teusaquillo;41;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7216;578729.732;3;Tradicional aporticado;Apartamento;Teusaquillo;54;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7217;407119.0228;3;Tradicional aporticado;Apartamento;Teusaquillo;37;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7218;456411.4606;3;Tradicional aporticado;Apartamento;Teusaquillo;36;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7219;439980.648;3;Tradicional aporticado;Apartamento;Teusaquillo;35;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7220;1206678.876;3;Tradicional aporticado;Apartamento;Teusaquillo;96;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7221;892439.5853;3;Tradicional aporticado;Apartamento;Teusaquillo;71;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
7222;167167.6696;2;Mamposteria estructural;Apartamento;Usme;43;2;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Piso afinado;Sólo mesón;Cemento afinado;Granito;Metalica;Aglomerado
7223;544466.8232;4;Mamposteria estructural;Apartamento;Suba;51;1;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
7224;695520.9081;4;Mamposteria estructural;Apartamento;Suba;61;2;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
7225;805661.9985;4;Mamposteria estructural;Apartamento;Suba;70;3;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
7226;825539.4408;4;Mamposteria estructural;Apartamento;Suba;72;3;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Madera
